OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
123	TARA_B100001972	TARA_137	MES	[0.22-3µm]	14.2025	-116.643	TARA_137_MES_0.22-3	TARA_137	ERS493706		SAMEA2623315	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100001972	2011-12-03T14:31	-4140	8.887131	34.5882	26.820475	508.0711	0	375	0	0.832313	35.049476	4.212E-6	0.016200179	0.02376498	3.006373823	1.3698	452.195	67.855659484863	0.00026107314624824	0	0		0	0		0.0093	2.9545	34.551	46.6245	28	37	40	14	351	40	0.623359	0.561121	6924.430129	6.248980533	20605.8	0.730546934	0	0	0	0	0	0	0.0011	0	14.2025	-116.6433	0	autumn	late	0.075315	0.032361	0
124	TARA_B100001287	TARA_137	SRF	[0.22-3µm]	14.2035	-116.626	TARA_137_SRF_0.22-3	TARA_137	ERS493636	ERR598989	SAMEA2623275	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100001287	2011-12-02T14:12	-4136	26.478605	33.84798	22.01524	453.4002	0.1386	5	22.246192	195.77195	3.740793	4.212E-6	0.016200179	0.02376498	3.006373823		446.388	64.795413970947	0.00026263988547726	0.0044	0.0081	12.327003	0.0118	0	7.994835	0.067	0.456	2.444	2.538	29	36	39	13	630	44	0.623359	0.561121	3364.714903	6.607743957	13938.9	0.747462387	0.0178	0.0092	0.0081	0	0.0635	0	0.0914	0.0039	14.2035	-116.6261	0	autumn	late	0.075315	0.032361	0
125	TARA_B100001996	TARA_138	DCM	[0.22-3µm]	6.3378	-102.954	TARA_138_DCM_0.22-3	TARA_138	ERS493788	ERR599087	SAMEA2623370	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100001996	2011-12-11T13:27	-3189	17.291965	34.664045	25.194555	820.0506	0.13926	60		41.52515	25.65001	4.689E-6	0.013172547	0.020416232	2.891272922		282.98			0.0089	0.0132		0.0475	0		0.464	1.108	12.904	8.073	42	50	53	14	120	48	0.602965	0.433796	4312.041092	6.63935405	16960.1	0.731500451	0.0355	0.0135	0.0132	0.0018	0.0832	0.001	0.0529	0.0024	6.3378	-102.9538	0	autumn	late	-0.002795	0.020154	0
126	TARA_B100002004	TARA_138	MES	[0.22-3µm]	6.3559	-103.06	TARA_138_MES_0.22-3	TARA_138	ERS493823		SAMEA2623391	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100002004	2011-12-11T20:37	-3241	8.149894	34.608919	26.951444	814.9045	0	450		1.013313	36.753654	4.689E-6	0.013172547	0.020416232	2.891272922		277.87			0	0.0018		0	0		0.0078	3.155	36.219	52.9225	38	45	49	15	482	49	0.602965	0.433796	6404.034706	6.281538192	20553.2	0.734761859	0	0.001	0.0018	0	0	0	0.0014	0	6.3559	-103.0598	0	autumn	late	-0.002795	0.020154	0
127	TARA_B100001989	TARA_138	SRF	[0.22-3µm]	6.3332	-102.943	TARA_138_SRF_0.22-3	TARA_138	ERS493752	ERR599030	SAMEA2623350	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100001989	2011-12-10T14:08	-3169	26.605515	33.52041	21.72899	10.2085	0.00588	5		196.2029	0.803918	4.689E-6	0.013172547	0.020416232	2.891272922	2.25678	281.582			0	0.0032	9.803891	0.0059	0	8.070004	0.003	0.1575	0.002	1.1855	45	55	57	13	483	64	0.602965	0.433796	4305.503877	6.507542471	17717.1	0.727668896	0.0052	0.003	0.0032	0	0.0213	0	0.0783	0	6.3332	-102.9432	0	autumn	late	-0.002795	0.020154	0
128	TARA_B100002010	TARA_139	SRF	[0.22-3µm]	6.4998	-94.9527	TARA_139_SRF_0.22-3	TARA_139	ERS493842		SAMEA2623408	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100002010	2011-12-15T14:16	-3629	26.396617	33.205433	21.557358	665.1344	0.248	5		183.942	2.969288	4.504E-6	0.016344247	0.041543466	3.953974664					0.02775	0.06825	12.680073	0.0769	0	7.981318	0.0995	0.55525	4.49825	3.454	20	22	22	13	438	22	0.657741	0.405685					0.0655	0.02845	0.06825	0.0028	0.2313	0.00065	0.1813	0.0157	6.4998	-94.9527	0	autumn	late	-1.751306	0.029167	13.861111
129	TARA_B100002017	TARA_140	SRF	[0.22-3µm]	7.4122	-79.3017	TARA_140_SRF_0.22-3	TARA_140	ERS493881		SAMEA2623430	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CAMR] Central American Coastal Province (MRGID:21494)	TARA_B100002017	2011-12-21T16:20	-2982	26.555663	28.922675	18.28625	490.8533	0.0186	5	23.370476	205.411	0	3.4839E-5	0.017845567	0.015867431	1.657347609		456.336	70.193553924561	0.00034612117451616	0.0037	0.04365	9.035155	0.01655	0	8.078013	0.0043	0.09345	0.00275	0.63375	26	23	42	14	360	52	0.525841	0.635134	4459.027048	6.725136374	17613.7	0.735385736	0.0148	0.0149	0.04365	0.00445	0.04335	0.00165	0.16525	0.0029	7.4122	-79.3017	0	autumn	late	0.254223	0	2
130	TARA_B100001937	TARA_141	SRF	[0.22-3µm]	9.8481	-80.0454	TARA_141_SRF_0.22-3	TARA_141	ERS493918		SAMEA2623450	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GUIA] Guianas Coastal Province (MRGID:21463)	TARA_B100001937	2011-12-30T13:35	-1491	27.1673	34.80515	22.518037	74.7755	0.0183	5		195.502875	0	0.001378918	0.008022053	0.017903098	0.025214364		494.7895					9.964816			8.06296	0.00205	0.0132	0.0005	1.1195	34	38	66	13	488	968	0.628801	0.569359	4633.424204	6.680022301	16828	0.743078219									9.8481	-80.0454	0	winter	early		0	0
131	TARA_B100002056	TARA_142	DCM	[0.22-3µm]	25.6168	-88.4532	TARA_142_DCM_0.22-3	TARA_142	ERS493985		SAMEA2623492	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CARB] Caribbean Province (MRGID:21466)	TARA_B100002056	2012-01-09T20:17	-3246	24.961605	36.17927	24.25287	395.8363	0.04617	125	0.000724	193.38225	0	0.00116825	0.009340256	0.04348362	0.254889735		356.5965	53.371240615845	9.6098676294787E-5	0.001	0.0189		0.041	0		0.0175		0.0615	1.168	145	34	154	14	205	321	0.644225	0.691085	4745.138573	6.796594791	18707.1	0.732082066	0.0294	0.0024	0.0189	0.0019	0.0748	0.0025	0.0388	0	25.6168	-88.4532	0	winter	early	-2.922481	0.044572	25.75
132	TARA_B100002046	TARA_142	MES	[0.22-3µm]	25.6236	-88.45	TARA_142_MES_0.22-3	TARA_142	ERS494009		SAMEA2623516	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CARB] Caribbean Province (MRGID:21466)	TARA_B100002046	2012-01-10T14:49	-3257	9.735075	35.165212	27.13905	374.3394	-0.0009	640	0	108.231313	31.001404	0.00116825	0.009340256	0.04348362	0.254889735		353.047	53.371240615845	9.6098676294787E-5	0	0		0	0		0	1.2175		8.624	147	33	156	14	654	740	0.644225	0.691085	5980.493828	6.844384602	20525.4	0.738370666	0	0	0	0	0	0	0.0005	0	25.6236	-88.45	0	winter	early	-2.922481	0.044572	25.75
133	TARA_B100002054	TARA_142	SRF	[0.22-3µm]	25.5264	-88.394	TARA_142_SRF_0.22-3	TARA_142	ERS493941		SAMEA2623466	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CARB] Caribbean Province (MRGID:21466)	TARA_B100002054	2012-01-09T13:41	-3325	24.98456	36.177285	24.236425	398.5282	0.05556	5	18.336382	195.54125	0	0.00116825	0.009340256	0.04348362	0.254889735		351.125	52.969932556152	8.9372770162299E-5	0.001	0.018	10.431768	0.0392	0	8.0769	0.0195	0.003	0.049	1.218	151	117	160	13	606	975	0.644225	0.691085	4605.451141	6.726868494	17733.7	0.734863726	0.0286	0.0024	0.018	0.0016	0.0674	0.0027	0.0394	0	25.5264	-88.394	0	winter	early	-2.922481	0.044572	25.75
134	TARA_B100001217	TARA_143	DCM	[0.22-3µm]	29.851	-79.7064	TARA_143_DCM_0.22-3	TARA_143	ERS494075		SAMEA2623552	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CHSB] Cheasapeake Bay Province	TARA_B100001217	2012-01-16T21:35	-802	24.82846	36.22118	24.319345	142.0008	0.04314	40	0.48598	194.382	0.580043	0.001241966	0.006383077	0.01878193	0.089009458			56.247980117798	5.3150097301113E-5	0.0013	0.0112		0.0338	0		0.0415	0.001	0.0565	1.23	112	14	126	14	612	449	0.892436	0.874273					0.0227	0.0038	0.0112	0.0013	0.0849	0.0013	0.0522	0	29.851	-79.7064	0	winter	early	-4.707638	0.398799	1.083333
135	TARA_B100001215	TARA_143	SRF	[0.22-3µm]	29.6394	-79.5395	TARA_143_SRF_0.22-3	TARA_143	ERS494025		SAMEA2623532	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CHSB] Cheasapeake Bay Province	TARA_B100001215	2012-01-16T12:30	-801	24.812165	36.21913	24.32047	88.8528	0.036	5	9.063101	194.6794	0.492301	0.001241966	0.006383077	0.01878193	0.089009458			66.445873260498	3.4000000596279E-5	0.0008	0.0099	10.047949	0.0263	0	8.088841	0.018	0.0065	0.061	1.256	109	14	127	16	656	639	0.892436	0.874273					0.0198	0.0029	0.0099	0.0008	0.0651	0.001	0.0541	0	29.6394	-79.5395	0	winter	early	-4.707638	0.398799	1.083333
136	TARA_B100001196	TARA_144	SRF	[0.22-3µm]	36.3698	-72.9669	TARA_144_SRF_0.22-3	TARA_144	ERS494118		SAMEA2623590	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CHSB] Cheasapeake Bay Province	TARA_B100001196	2012-01-29T20:01	-3585	22.939295	36.39483	25.00969	45.2654	0.06012	5	11.529651	199.80685	1.037244	0.001002842	0.008509823	0.053873829	1.545825622			57.423721313477	0.00011630415247055	0.001	0.01065		0.02785	0		0.01375	0		1.14325	76	14	77	1044	791	613	0.519031	0.758571					0.01925	0.00235	0.01065	0.00195	0.05155	0.00325	0.05715	0	36.3698	-72.9669	0	winter	early	2.028463	0.249201	1.861111
137	TARA_B100001139	TARA_145	MES	[0.22-3µm]	39.2392	-70.0343	TARA_145_MES_0.22-3	TARA_145	ERS494215		SAMEA2623656	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GFST] Gulf Stream Province (MRGID:21454)	TARA_B100001139	2012-02-02T18:36	-2645	5.004169	34.963392	27.649883	226.333	-0.0072	590	0	232.660562	19.964889	0.000894599	0.013130805	0.114780657	2.422716151		601.048	88.185482025146	8.8771175796865E-5											125	14	100	696	176	92	0.613434	0.688783	6973.229117	6.881070703	19417.6	0.729467247									39.2392	-70.0343	0	winter	middle	-0.044917	0.144593	3.472222
138	TARA_B100001135	TARA_145	SRF	[0.22-3µm]	39.2305	-70.0377	TARA_145_SRF_0.22-3	TARA_145	ERS494173		SAMEA2623630	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GFST] Gulf Stream Province (MRGID:21454)	TARA_B100001135	2012-02-02T11:52	-2649	13.993715	35.12152	26.282555	262.746	0.13044	5	1.097164	236.78925	5.013141	0.000894599	0.013130805	0.114780657	2.422716151		481.9585	88.185482025146	8.8771175796865E-5	0.0164	0.10205	23.63622	0.0266	0	7.882102	0.093	0.33275	3.7925	2.41425	128	55	100	1026	212	105	0.613434	0.688783	4571.093166	6.760536259	14527.4	0.747027979	0.0248	0.00715	0.10205	0.03245	0.0907	0.02185	0.0206	0.00345	39.2305	-70.0377	0	winter	middle	-0.044917	0.144593	3.472222
139	TARA_B100001158	TARA_147	SRF	[0.22-3µm]	33.061	-66.5435	TARA_147_SRF_0.22-3	TARA_147	ERS494296		SAMEA2623715	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_B100001158	2012-02-18T14:22	-4962	20.150733	36.57475	25.923533	466.8747	0.0512	5	21.236944	213.352167	0.676878	0.001076234	0.006327717	0.059786693	0.754704962			53.726852416992	2.4768300136202E-5			10.914525			8.112692	0.218	0.001	0.4035	0.797	224	56	230	16	892	230	0.386692	0.483964													33.061	-66.5435	0	winter	middle	0.003342	0.034771	0
140	TARA_B100001750	TARA_148b	MES	[0.22-3µm]	34.1504	-56.9684	TARA_148b_MES_0.22-3	TARA_148b	ERS494374	ERR598958	SAMEA2623756	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_B100001750	2012-02-27T15:28	-5057	18.129194	36.565812	26.450856	78.7866	-0.0063	250	0	192.246187	3.578039	0.000970728	0.009404778	0.078729671	0.903267649			85.928802490234	8.2249905972276E-5							0.0305	0.179	4.1285	1.6225	177	43	180	13	781	171	0.339952	0.515841													34.1504	-56.9684	0	winter	middle			
141	TARA_B100001742	TARA_148	SRF	[0.22-3µm]	31.6948	-64.2489	TARA_148_SRF_0.22-3	TARA_148	ERS494333		SAMEA2623735	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_B100001742	2012-02-24T11:40	-4473	20.481195	36.596745	25.85157	172.4671	0.04404	5	21.500162	213.6889	1.009924	0.001041271	0.006396831	0.02664326	0.215206316		415.07	54.326068878174	6.0163853049744E-5			10.988774			8.107639	0.093	0.0015	0.1505	0.728	134	14	186	16	824		0.339952	0.515841	4282.461147	6.754100284	15942.5	0.740708268									31.6948	-64.2489	0	winter	middle	0.069438	0.085786	1.333333
142	TARA_B100001765	TARA_149	MES	[0.22-3µm]	34.0771	-49.8233	TARA_149_MES_0.22-3	TARA_149	ERS494431	ERR598964	SAMEA2623794	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_B100001765	2012-03-01T18:50	-4789	10.496305	35.369805	27.170345	1391.144	0.0009	740	0	152.7195	20.172519	0.000983844	0.011274377	0.069205704	0.470016162		588.722	70.023342132568	0.00010114755059476							0.00725	1.34475	20.924		150	28	150	14	750	878	0.300514	0.556866	6108.653109	6.783395287	19184.7	0.72613114									34.0771	-49.8233	0	winter	late	0.275561	0.079308	0
143	TARA_B100001758	TARA_149	SRF	[0.22-3µm]	34.1132	-49.9181	TARA_149_SRF_0.22-3	TARA_149	ERS494394	ERR598963	SAMEA2623774	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_B100001758	2012-03-01T10:48	-4781	18.82554	36.41274	26.146925	749.564	0.08145	5	21.533512	220.9492	0.808032	0.000983844	0.011274377	0.069205704	0.470016162		555.787	68.785797119141	7.001704943832E-5											167	33	171	14	748	165	0.300514	0.556866	4325.011918	6.711311234	15145.5	0.742228822									34.1132	-49.9181	0	winter	middle	0.275561	0.079308	0
144	TARA_B100001776	TARA_150	DCM	[0.22-3µm]	35.8427	-37.1526	TARA_150_DCM_0.22-3	TARA_150	ERS494492		SAMEA2623830	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_B100001776	2012-03-05T17:34	-2747	17.585567	36.285033	26.360683	652.944	0.1418	40	0.66443	229.097917	0.61356	0.001100777	0.013435967	0.023812729	0.096477222		550.112	69.939140319824	0.00024707183183637							0.04	0	0.1745	0.8423	61	48	105	13	547	129	0.243874	0.619626	4224.929725	6.754542143	17443.7	0.738848782									35.8427	-37.1526	0	winter	late	-0.032539	0.073051	1.388889
145	TARA_B100001770	TARA_150	SRF	[0.22-3µm]	35.9346	-37.3032	TARA_150_SRF_0.22-3	TARA_150	ERS494446		SAMEA2623809	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_B100001770	2012-03-05T09:25	-3140	17.627142	36.285292	26.349408	1394.884	0.0782	5	16.225385	229.368083	0.120853	0.001100777	0.013435967	0.023812729	0.096477222	1.63013	574.844	61.645330429077	0.00019271930068498			11.76642			8.111959	0.0355	0.0055	0.1695	0.8358	77	33	92	15	632	90	0.243874	0.619626	4161.155167	6.777680429	14688.2	0.743388576									35.9346	-37.3032	0	winter	late	-0.032539	0.073051	1.388889
146	TARA_B100001557	TARA_151	DCM	[0.22-3µm]	36.1811	-28.9373	TARA_151_DCM_0.22-3	TARA_151	ERS494563		SAMEA2623872	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_B100001557	2012-03-09T17:42	-3516	16.74703	36.182395	26.48531	256.7346	0.08652	80	0.079852	228.11655	1.005795	0.00129951	0.021044872	0.036169071	0.306125077		426.704	49.197731018066	0.00011474554412416							0.0415	0.022	0.142	0.6335	48	68	108	52	170	108	0.414522	0.585611	5286.141793	6.940453083	17700.9	0.732395269									36.1811	-28.9373	0	winter	late	-0.157861	0.025897	37.583333
147	TARA_B100001565	TARA_151	SRF	[0.22-3µm]	36.1715	-29.023	TARA_151_SRF_0.22-3	TARA_151	ERS494519	ERR1328127|ERR1328126	SAMEA2623851	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_B100001565	2012-03-09T08:59	-3478	17.303005	36.229605	26.38564	387.5094	0.0132	5	25.012121	232.28725	0.296016	0.00129951	0.021044872	0.036169071	0.306125077		430.1665	45.397960662842	0.00011106732927146			12.299755			8.09894	0.019	0.0125		0.6545	56	68	118	14	699	993	0.414522	0.585611	4020.600387	6.781088813	14771.9	0.741542746									36.1715	-29.023	0	winter	late	-0.157861	0.025897	37.583333
148	TARA_B100002031	TARA_152	MIX	[0.22-3µm]	43.7899	-16.9692	TARA_152_MIX_0.22-3	TARA_152	ERS494643		SAMEA2623931	SEQ-(10L-or-15min)_W0.22-3	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_B100002031	2012-03-20T21:44	-3969	14.29128	35.992515	26.89311	619.6428	0.09816	25	1.419853	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			64.800003051758	0.00019000000611413							0.3195	0.167	2.2565	1.255	145	36	997	19	847	1020															43.7899	-16.9692	0	spring	early	-0.093316	0.033926	6.083333
149	TARA_B100001297	TARA_152	SRF	[0.22-3µm]	43.6792	-16.8344	TARA_152_SRF_0.22-3	TARA_152	ERS494583		SAMEA2623890	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_B100001297	2012-03-19T08:18	-3940	14.31675	35.99167	26.88634	614.5118	0.12096	5	9.22902	242.8405	3.209219	0.000994762	0.022559946	0.052923159	0.32542221		484.369	67.685134887695	0.00020051553292433			13.598671			8.094865	0.3105	0.1595	2.159	1.236	144	26	505	14	523	521	0.542868	0.574202	4331.365456	6.821128944	14842.8	0.747850224									43.6792	-16.8344	0	winter	late	-0.093316	0.033926	6.083333
150	TARA_B100002033	TARA_153	MIX	[0.22-3µm]	44.0342	-16.5455	TARA_153_MIX_0.22-3	TARA_153	ERS494732		SAMEA2624000	SEQ-(10L-or-15min)_W0.22-3	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_B100002033	2012-03-24T15:49	-3669	13.410555	35.83324	26.956965	596.1715	0.0132	100	2.3E-5	244.0327	4.355658	0.001042778	0.027011777	0.039164047	0.218452215											0.23	0.249	3.642	1.626	106	44	3	211	156	221															44.0342	-16.5455	0	spring	early	0.176339	0.064908	0
151	TARA_B110001437	TARA_155	DCM	[0.22-3µm]	54.5451	-16.7943	TARA_155_DCM_0.22-3	TARA_155	ERS1307957		SAMEA4396508	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NADR] North Atlantic Drift Province (MRGID:21453)	TARA_B110001437	2013-05-25T09:07	-2387	10.79018	35.335155	27.07531	416.0348	1.22367	40	1.181247	266.473125	7.129639	0.000426156	0.007189205	0.010129768	0.689068984			55.811925888062	0.00018470591021469	0.0004	0.0298		0.0044	0.0121		0.071	0.566253	10.158	3.554362	31	54	32	16	743	1021							0.0083	0.002	0.0298	0.0006	0.0076	0.0011	0.0006	0	54.5451	-16.7943	0	spring	late	0.157922	0.101888	0
152	TARA_B110001435	TARA_155	SRF	[0.22-3µm]	54.5305	-16.9377	TARA_155_SRF_0.22-3	TARA_155	ERS1307884		SAMEA4396435	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NADR] North Atlantic Drift Province (MRGID:21453)	TARA_B110001435	2013-05-24T05:36	-2484	11.09547	35.32522	27.01156	147.2155	0.83187	5	14.83323	271.064125	4.467439	0.000426156	0.007189205	0.010129768	0.689068984			51.89796257019	0.00018543519399827	0.00735	0.1019		0.01065	0.02345	7.948	0.237125	0.401861	8.035625	0.967928	64	28	37	16	720	561							0.0261	0.00535	0.1019	0.01875	0.06095	0.00925	0.0085	0.0007	54.5305	-16.9377	0	spring	early	0.157922	0.101888	0
153	TARA_B110001446	TARA_158	DCM	[0.22-3µm]	67.161	0.3964	TARA_158_DCM_0.22-3	TARA_158	ERS1308431		SAMEA4396982	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[ARCT] Atlantic Arctic Province (MRGID:21451)	TARA_B110001446	2013-06-03T15:27	-3412	6.73489	35.15072	27.572895	520.3413	1.164637	25		304.0473	8.063879	0.000599484	0.023701385	0.03278591	5.405942082			113.41928863525	0.00077464251080528	0.0021	0.0482		0.0165	0		0.309	0.709183	11.784	4.95809	10	14	7	14	46	519							0.026	0.0055	0.0482	0.009	0.0453	0.0065	0.0023	0	67.161	0.3964	0	spring	late	0.189385	0.121118	0
